id;name;energy,calculated (kJ);fat, total (g);carbohydrate, available (g);protein, total (g);alcohol (g);organic acids, total (g);sugar alcohols (g);sugars, total (g);fructose (g);galactose (g);glucose (g);lactose (g);maltose (g);sucrose (g);starch, total (g);fibre, total (g);fibre, water-insoluble (g);polysaccharides, non-cellulosic, water-soluble (g);fatty acids, total (g);fatty acids, total polyunsaturated (g);fatty acids, total monounsaturated cis (g);fatty acids, total saturated (g);fatty acids, total trans (g);fatty acids, total n-3 polyunsaturated (g);fatty acids, total n-6 polyunsaturated (g);fatty acid 18:2 cis,cis n-6 (linoleic acid) (mg);fatty acid 18:3 n-3 (alpha-linolenic acid) (mg);fatty acid 20:5 n-3 (EPA) (mg);fatty acid 22:6 n-3 (DHA) (mg);cholesterol (GC) (mg);sterols, total (mg);calcium (mg);iron, total (mg);iodide (iodine) (µg);potassium (mg);magnesium (mg);sodium (mg);salt (mg);phosphorus (mg);selenium, total (µg);zinc (mg);tryptophan (mg);folate, total (µg);niacin equivalents, total (mg);niacin, preformed (nicotinic acid + nicotinamide) (mg);vitamers pyridoxine (hydrochloride) (mg);riboflavine (mg);thiamin (vitamin B1) (mg);vitamin A  retinol activity equivalents (µg);carotenoids, total (µg);vitamin B-12 (cobalamin) (µg);vitamin C (ascorbic acid) (mg);vitamin D (µg);vitamin E  alphatocopherol (mg);vitamin K, total (µg)
34578;Chicken Stew, Chicken Burgundy;479;5.5;1.9;12.0;0.5;0.2;0;1.4;0.5;<0.1;0.4;<0.1;0;0.5;0.5;0.7;0.5;0.2;5.2;1.0;2.5;1.7;<0.1;0.2;0.8;749;162;7;5;31.9;18.4;14.3;0.6;29.4;322.7;19.1;548.2;1396.9;106.8;13.3;0.6;154.4;10.8;5.8;4.6;0.31;0.13;0.07;65.2;1573.4;0.4;2.1;0.2;0.7;10.29
7519;Chicken Stew, Cooking Cream And Vegetables;433;4.7;1.4;13.2;0;0.3;0;1.0;0.4;<0.1;0.3;0.2;0;<0.1;0.4;0.6;0.4;0.1;4.5;0.9;1.8;1.7;<0.1;0.2;0.7;607;127;18;14;36.6;14.4;18.8;0.5;11.9;221.5;13.4;180.9;461.0;103.2;9.2;0.8;176.7;14.4;4.8;5.4;0.34;0.13;0.05;36.1;825.6;0.4;6.6;0.5;0.8;40.14
32174;Chicken Stew, Vegetables And Pineapple;389;3.7;4.8;9.5;0;0.2;0;4.7;1.1;0;1.2;0;0;2.4;<0.1;0.8;0.5;0.2;3.5;1.0;1.8;0.6;<0.1;0.2;0.8;728;217;13;10;24.6;20.0;15.6;0.6;18.4;182.7;14.5;260.3;663.2;68.9;5.8;0.6;126.6;19.2;3.3;3.7;0.35;0.08;0.05;40.9;1208.1;0.3;30.0;0.3;1.2;29.71
34706;Chicken Stew With Tomato;212;1.6;2.4;5.9;0;0.3;0;2.1;1.1;0;0.8;0;<0.1;0.1;0.3;1.1;0.2;0.2;1.5;0.4;0.7;0.3;<0.1;<0.1;0.3;322;89;4;3;13.8;11.7;10.9;0.3;8.3;228.5;12.6;301.9;769.2;55.9;6.1;0.3;74.9;14.9;2.1;2.3;0.24;0.06;0.04;29.3;4090.7;0.2;19.9;<0.1;0.9;7.12
754;Chicken Strips;513;4.1;0;21.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.9;0.9;1.7;1.2;<0.1;0.1;0.7;587;68;30;24;57.0;N/A;14.0;0.7;6.0;190.0;15.0;51.0;129.9;130.0;13.0;1.2;283.0;15.6;12.5;7.8;0.46;0.18;0.14;25.0;0;1.0;0;0.7;0.7;61.00
31148;Chicken Strips, Fried, Without Salt;797;10.1;<0.1;25.0;0;<0.1;0;<0.1;0;<0.1;<0.1;<0.1;0;0;0;0;0;0;9.6;2.5;4.5;2.4;<0.1;0.5;1.9;1728;471;35;29;69.4;24.7;17.3;0.8;7.2;224.4;17.8;73.1;186.3;154.0;15.3;1.4;333.0;13.8;11.8;9.2;0.54;0.19;0.10;45.4;5.6;0.9;<0.1;1.1;1.8;77.25
32154;Chicken Stroganoff;329;2.9;3.8;8.8;0;0.1;0;2.3;0.9;<0.1;0.8;<0.1;<0.1;0.5;1.6;0.7;0.5;0.2;2.7;0.7;1.2;0.7;<0.1;0.1;0.6;514;129;11;9;21.8;16.9;12.1;0.4;15.1;194.7;11.5;212.3;541.0;70.3;6.2;0.6;116.0;18.2;3.5;3.8;0.31;0.10;0.04;36.4;1995.0;0.2;23.6;0.3;0.9;25.21
31467;Chicken Tikka;606;4.3;0.3;25.9;0;0.1;0;0.3;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;<0.1;<0.1;<0.1;4.1;1.1;2.0;1.0;<0.1;0.2;0.8;765;204;17;14;65.0;13.4;12.0;0.5;16.9;448.6;30.6;189.9;483.8;188.2;27.6;0.8;325.9;15.7;11.5;9.0;0.59;0.19;0.09;13.6;269.8;0.9;0.9;0.1;1.2;19.56
33324;Chicken Tikka Masala With Jasmine Rice, Kitchen Joy, Ready Meal;489;3.1;15.3;6.3;0;0.2;0;3.5;<0.1;<0.1;0.1;1.2;<0.1;2.1;11.8;0.3;0.3;<0.1;3.0;0.3;1.0;1.6;<0.1;<0.1;0.2;227;56;3;3;16.2;8.6;28.8;0.3;4.9;143.1;15.9;403.9;1029.1;71.7;7.8;0.6;82.3;5.5;2.0;2.0;0.14;0.08;0.03;15.8;241.9;0.2;0.4;<0.1;0.3;4.49
32151;Chicken Vegetable Gravy;342;3.3;3.0;9.6;0;<0.1;0;1.0;0.3;<0.1;0.3;<0.1;<0.1;0.4;2.0;0.6;0.4;0.2;3.1;0.8;1.4;0.8;<0.1;0.2;0.6;574;141;13;11;25.3;11.0;14.8;0.4;16.5;162.9;11.2;236.2;601.9;69.0;6.4;0.6;127.7;10.8;3.1;3.5;0.22;0.07;0.04;60.0;767.8;0.3;1.8;0.4;0.6;29.20
34428;Chicken Vegetable Gravy, Chicken Curry, Coconut Milk;729;13.4;2.7;10.6;0;<0.1;0;2.5;0.5;0;0.5;0;0;1.2;0.2;0.7;0.2;0.4;12.7;1.5;2.7;8.4;<0.1;0.4;1.1;1098;357;6;5;23.7;44.4;15.6;1.7;5.7;317.9;34.2;206.2;525.4;117.3;10.3;0.6;132.7;21.7;3.6;3.7;0.35;0.07;0.04;30.1;1020.6;0.3;23.9;<0.1;1.5;13.24
7520;Chicken Vegetable Gravy With Creme Fraiche;451;5.8;4.3;9.1;0;0.4;0;2.0;0.7;<0.1;0.6;0.3;<0.1;0.4;2.3;0.6;0.2;0.2;5.5;0.8;1.9;2.7;<0.1;0.2;0.6;550;131;12;9;28.3;10.7;17.9;0.4;4.5;192.3;11.4;155.4;396.0;77.7;5.6;0.6;119.3;12.9;3.1;3.4;0.27;0.09;0.04;67.6;1631.5;0.3;13.9;0.3;0.9;26.85
11474;Chicken-Vegetable Puree, Average, Industrial Babyfood;313;2.8;7.8;2.8;0;0.2;0;0.9;0.2;0;0.2;0;<0.1;0.4;6.3;0.9;0.5;0.2;2.6;0.9;1.4;0.3;<0.1;0.2;0.8;862;156;2;3;9.1;14.8;8.2;0.4;1.5;186.0;11.8;8.7;22.1;39.4;2.0;0.3;41.7;9.1;1.8;1.2;0.07;0.03;0.06;110.5;1260.9;<0.1;2.4;<0.1;0.4;11.64
11520;Chicken-Vegetable Puree, Home-Made Babyfood, Without Salt;307;2.9;5.8;5.4;0;0.2;0;1.3;0.4;0;0.4;0;0;0.5;4.5;0.8;0.6;0.3;2.7;0.6;1.4;0.7;<0.1;<0.1;0.5;531;43;0;4;24.0;5.1;11.1;0.6;4.0;223.4;14.0;19.7;50.1;63.5;3.3;0.5;72.2;8.7;1.8;1.9;0.15;0.05;0.07;149.6;2331.8;<0.1;2.8;0.2;0.3;18.14
7503;Chicken Vegetable Stew;543;8.0;3.2;10.9;0;<0.1;0;1.6;0.3;<0.1;0.3;<0.1;<0.1;1.0;1.6;0.9;0.8;0.2;7.6;1.7;3.9;1.9;<0.1;0.2;1.5;1486;213;<1;9;50.4;21.0;15.4;1.0;23.2;242.1;17.3;410.7;1046.4;123.3;7.7;0.9;147.5;12.2;4.1;4.3;0.28;0.11;0.05;104.4;1881.6;0.1;2.6;0.5;0.7;36.27
30225;Chicken-Vegetable Wok, Wok-Vegetables;443;4.1;4.7;11.7;0;<0.1;0;1.9;0.4;<0.1;0.6;0;<0.1;0.9;2.7;1.5;0.9;0.3;3.9;1.2;1.9;0.7;<0.1;0.3;0.9;853;239;14;12;27.1;27.5;19.4;0.9;3.4;249.5;19.4;251.7;641.3;103.3;7.1;0.8;151.1;32.3;5.9;4.6;0.33;0.14;0.10;99.0;1841.8;0.4;22.4;0.3;1.0;50.80
7525;Chicken-Vegetable Wok With Tomato Puree And Soy Sauce;382;3.8;2.6;10.9;0;<0.1;0;2.2;0.8;<0.1;0.7;0;<0.1;0.6;0.5;1.1;0.7;0.4;3.6;1.1;1.8;0.7;<0.1;0.2;0.8;758;222;14;11;26.4;22.3;19.2;0.8;3.4;237.2;15.8;185.1;471.6;88.4;6.8;0.8;142.5;23.3;3.8;4.2;0.35;0.10;0.06;88.4;2513.2;0.3;29.9;0.3;1.2;43.34
30272;Chicken Wing, Marinated, Oven-Baked;1136;20.1;1.6;21.5;0;0;0;1.0;0;0;0;0;0;1.0;0.6;0;0;0;18.3;4.6;9.1;4.6;<0.1;0.7;3.8;3648;604;4;7;94.8;29.8;18.5;1.2;9.9;192.3;24.1;642.7;1637.5;163.3;19.1;1.6;239.6;4.9;11.3;7.3;0.52;0.11;0.06;54.1;0;0.4;0.9;1.8;1.7;80.14
30271;Chicken Wing, Marinated, Raw;795;14.1;1.1;15.1;0;0;0;0.7;0;0;0;0;0;0.7;0.4;0;0;0;12.8;3.2;6.4;3.2;<0.1;0.5;2.7;2554;423;3;5;66.4;20.9;12.9;0.8;7.0;134.6;16.9;449.9;1146.3;114.3;13.3;1.1;167.7;3.4;7.9;5.1;0.36;0.08;0.04;37.8;0;0.3;0.6;1.3;1.2;56.10
30268;Chicken Wing Without Skin;504;3.5;0;22.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;0.7;0.8;0.9;<0.1;0.2;0.5;470;10;10;50;57.0;N/A;13.0;0.9;6.0;194.0;22.0;81.0;206.4;155.0;17.8;1.6;257.0;4.0;11.7;7.4;0.64;0.10;0.06;18.0;0;0.4;1.2;0.1;0.7;15.00
30265;Chicken Wing With Skin;773;12.8;0;17.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.5;2.6;5.4;3.5;<0.1;0.2;2.3;2199;112;3;6;77.0;N/A;12.0;0.9;8.0;156.0;18.0;73.0;186.0;132.0;15.5;1.3;195.0;4.0;9.2;5.9;0.42;0.09;0.05;44.0;0;0.3;0.7;1.5;0.7;60.00
751;Chicken With Skin;694;10.7;0;17.5;0;0;0;0;0;N/A;0;0;0;0;0;0;0;0;10.1;2.0;4.9;3.2;0.1;0.4;1.6;1531;244;41;56;97.0;0;14.0;0.7;6.0;190.0;15.0;51.0;129.9;130.0;24.0;1.0;280.0;9.4;11.2;6.5;0.32;0.15;0.08;44.1;0;0.3;0;0.7;0.7;60.00
7522;Chicken With Skin, Grilled Without Added Fat;941;14.5;0;23.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.7;2.7;6.6;4.3;0.1;0.5;2.2;2076;331;55;76;131.5;0;20.6;1.0;34.4;257.9;20.7;476.1;1213.0;176.9;32.5;1.4;379.5;9.5;12.1;8.8;0.43;0.18;0.07;50.8;0;0.3;0;0.9;0.9;81.33
31218;Chick Pea, Dried;1436;5.4;46.4;21.3;0;N/A;N/A;2.6;0.2;N/A;0;0;0;2.4;43.8;10.7;9.2;3.3;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;35.0;160.0;5.5;N/A;1000.0;130.0;39.0;99.4;310.0;2.0;3.0;200.0;180.0;5.2;1.9;0.53;0.24;0.39;5.0;60.0;0;0;0;2.9;9.00
11089;Chick Pea In Unsalted Water;575;2.5;17.6;8.4;0;N/A;0;1.0;0.1;N/A;0;0;0;0.9;16.6;5.0;3.6;1.4;2.1;1.2;0.6;0.3;0;0.1;1.0;1000;150;0;0;0;82.1;49.0;2.9;N/A;290.0;48.0;5.0;12.7;168.0;5.0;1.5;85.0;172.0;1.9;0.5;0.14;0.06;0.12;1.5;18.0;0;1.0;0;0.1;21.00
28966;Chick Pea Patty, Falafel, Fried;559;4.6;14.4;6.5;0;0.3;0;1.6;0.4;0;0.3;0;0;0.9;12.8;3.9;2.7;1.1;4.2;1.8;2.0;0.4;0;0.4;1.4;1404;370;0;0;0.4;77.6;246.0;2.2;30.1;265.2;37.4;677.2;1725.5;281.3;3.8;1.2;65.8;89.4;1.3;0.4;0.15;0.04;0.07;5.1;169.0;0;4.2;0;0.7;18.81
31557;Chili, Green, Raw;189;0.2;8.0;2.0;0;N/A;N/A;5.1;1.5;N/A;3.1;0;0;0.5;2.9;1.5;N/A;N/A;0.1;0.1;<0.1;<0.1;N/A;<0.1;0.1;104;5;0;0;0;N/A;18.0;1.2;N/A;340.0;25.0;7.0;17.8;46.0;0.5;0.3;26.0;23.0;1.4;0.9;0.28;0.09;0.09;58.7;1469.0;0;242.5;0;0.7;14.30
7176;Chili Con Carne;680;10.7;6.1;9.2;0;0.2;0;2.5;1.2;<0.1;0.9;<0.1;0;0.3;3.6;2.8;1.5;1.0;10.1;1.3;4.8;3.8;<0.1;0.3;1.0;983;294;<1;0;22.1;28.2;33.9;1.1;13.3;323.0;24.5;406.4;1035.5;106.7;7.5;1.6;115.9;36.5;4.1;2.5;0.24;0.07;0.08;34.1;4671.2;0.4;4.9;0.2;0.9;12.87
359;Chinese Cabbage;61;0.1;1.6;1.2;0;<0.1;0;1.5;0.7;<0.1;0.7;0;<0.1;<0.1;0.1;1.1;0.7;0.5;0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;11;71;0;0;0.1;13.0;33.0;0.3;0;290.0;9.6;11.0;28.0;36.0;10.0;0.2;12.0;52.1;0.6;0.4;0.14;0.04;0.03;1.3;55.4;0;15.5;0;0.2;80.00
7517;Chinese Chicken Vegetable Gravy, Sweet And Sour;630;9.1;2.9;13.6;0.1;<0.1;0;1.1;0.3;<0.1;0.3;<0.1;<0.1;0.4;1.8;0.3;0.2;0.1;8.7;2.0;4.4;2.1;<0.1;0.3;1.7;1647;291;6;13;58.0;18.1;15.1;1.0;16.4;190.1;12.9;448.9;1143.7;119.2;8.4;0.9;184.5;11.8;4.4;4.7;0.36;0.10;0.04;40.3;441.6;0.2;8.2;0.6;1.1;43.38
7516;Chinese Meat Vegetable Gravy, Sweet-And-Sour;627;9.4;3.7;11.9;0.1;<0.1;0;2.0;0.5;<0.1;0.5;<0.1;<0.1;1.0;1.8;0.5;0.2;0.2;9.0;1.4;4.1;3.1;<0.1;0.3;1.1;1077;224;5;5;32.9;14.3;16.1;1.0;9.6;235.3;14.9;399.7;1018.5;110.7;11.0;1.6;151.4;8.5;3.3;3.3;0.31;0.14;0.39;30.3;720.7;0.4;8.8;0.3;0.7;10.54
32886;Chinese Vegetable Gravy, Sweet And Sour;379;6.5;5.8;1.0;0.2;0.2;0;3.3;0.7;<0.1;0.8;<0.1;<0.1;1.6;2.6;0.7;0.5;0.2;6.2;1.7;3.1;1.3;<0.1;0.5;1.3;1258;469;0;0;2.8;38.1;16.6;0.7;15.7;136.9;5.8;805.0;2051.1;25.0;0.4;0.2;10.6;15.6;0.6;0.5;0.13;0.03;0.03;45.4;816.4;<0.1;15.5;0.3;1.4;10.21
392;Chives;105;0.9;0.7;2.2;0;N/A;0;0.6;0.3;<0.1;0.2;0;<0.1;<0.1;0.1;2.7;1.4;0.7;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1.0;9.6;78.0;0.4;1.0;400.0;18.0;2.4;6.1;49.0;10.0;0.1;35.0;105.0;1.3;0.7;0.22;0.20;0.07;216.8;2935.0;0;41.0;0;0.2;212.70
37;Chocolate, Artificially Sweetened;1952;36.6;1.7;2.3;0;0;50.0;0;0;0;0;0;0;0;1.7;3.5;0;0;34.7;0.6;12.2;21.8;<0.1;0.1;0.5;477;147;0;0;3.5;80.7;204.3;<0.1;22.5;256.5;18.9;7.2;18.4;147.0;3.0;0.7;79.5;7.7;1.5;0.1;0.07;0.33;0.05;0.9;3.2;0.4;0.9;<0.1;0.2;5.49
6;Chocolate, Average;2270;34.4;47.8;9.6;0;<0.1;0;45.8;0;0;0;13.0;0;32.8;2.0;2.2;2.0;0.2;28.9;0.9;9.8;18.2;<0.1;<0.1;0.8;784;84;0;0;6.1;83.7;277.0;1.5;35.0;460.0;67.0;120.0;305.8;280.0;2.0;1.8;117.1;7.0;2.6;0.5;0.08;0.09;0.07;81.3;45.2;0;0;0;0.4;2.30
33;Chocolate, Milk Chocolate;2253;33.0;49.8;10.1;0;0;0;49.8;0;0;0;15.9;0;33.9;0;1.6;1.2;0.4;27.0;0.9;9.0;17.0;<0.1;<0.1;0.8;842;68;0;0;6.1;83.7;400.0;2.0;39.0;450.0;60.0;117.0;298.1;300.0;4.0;1.8;130.0;7.0;2.6;0.4;0.08;0.49;0.07;103.8;47.5;0;0;0;0.5;1.10
33889;Chocolate, Milk Chocolate With Hazelnuts;2354;39.4;39.1;11.0;0;0;0;39.1;0.1;0;<0.1;12.2;0;26.7;0;5.3;2.2;0.4;34.1;2.1;17.8;14.2;<0.1;<0.1;2.0;2040;65;0;0;4.7;91.5;339.7;2.4;31.2;496.0;82.3;90.3;230.1;302.3;3.5;1.8;148.4;21.9;3.0;0.6;0.15;0.41;0.16;80.2;61.0;0;0;0;3.8;4.11
32;Chocolate, Plain, Dark Chocolate;2178;31.0;53.3;4.9;0;0;0;50.4;0;0;0;0.4;0;50.0;2.9;5.3;5.9;2.0;25.5;1.0;8.4;16.1;0;<0.1;1.0;964;70;0;0;0;118.8;50.0;3.5;3.2;350.0;130.0;10.0;25.5;200.0;0.5;1.8;57.2;7.0;1.5;0.5;0.08;0.05;<0.01;16.4;24.9;0;0;0;0.2;2.30
33542;Chocolate, Plain, Dark Chocolate, 80%;2326;40.9;35.0;7.8;0;0;0;24.0;0;0;0;0;0;24.0;11.0;10.9;11.4;3.8;36.4;0.8;12.7;22.9;0;0.1;0.7;658;137;0;0;0.8;118.0;52.6;5.5;2.4;1745.4;260.0;22.0;56.1;330.0;0.6;3.5;110.0;19.0;2.8;1.0;0.04;0.10;<0.01;0;19.0;0;0;0;0.2;6.80
29156;Chocolate, White Chocolate;2332;35.0;53.0;7.6;0;<0.1;0;49.0;0;0;0;9.8;0;39.2;4.0;0.8;0;0;33.1;0.6;11.7;20.9;<0.1;0.1;0.5;455;140;0;0;1.1;77.3;270.0;0.2;5.2;350.0;26.0;100.0;254.8;230.0;0.7;0.9;2.6;10.0;0.2;0.2;0.07;0.49;0.08;19.2;75.0;0;0;0;0.2;5.27
33000;Chocolate And Cappucino Filled Biscuit, Catago Medaillon Cappuccino, Lidl;2305;33.0;57.0;5.9;0;0;0;46.0;<0.1;0;0.2;10.4;0.1;36.6;5.7;1.5;0.9;0.3;27.7;1.0;8.3;18.1;0.3;<0.1;0.7;701;97;0;0;27.4;52.5;266.2;1.5;32.6;310.5;40.0;80.6;205.3;207.2;3.8;1.2;95.9;5.6;1.8;0.4;0.08;0.31;0.05;163.4;111.1;<0.1;0.2;<0.1;0.5;3.51
14;Chocolate Bar, Average;2136;28.0;56.0;7.1;0;0;0;55.1;0;0;0;7.3;0;47.8;1.3;3.1;3.2;1.1;23.6;0.9;7.9;14.9;<0.1;<0.1;0.8;813;62;0;0;2.7;91.1;202.5;2.5;19.5;360.2;85.5;57.2;145.6;225.0;5.0;1.6;84.2;6.3;1.8;0.4;0.07;0.24;0.03;54.0;33.6;0;0;0;0.3;1.53
32509;Chocolate Bar, Caramel And Cookie, Twix;2029;24.3;63.1;2.7;0;0;0;54.4;3.6;0;4.4;1.2;0.2;45.0;8.8;1.6;1.2;0.4;22.8;1.8;8.3;12.6;0.1;<0.1;1.7;1717;66;0;0;7.8;33.0;33.9;0.7;6.3;186.5;26.6;198.0;504.5;57.0;1.6;0.4;33.0;4.5;0.8;0.2;0.03;0.06;0.02;28.5;43.7;<0.1;0.1;<0.1;1.2;2.84
63;Chocolate Bar, Low-Fat;1770;13.0;55.1;5.5;0;0;9.0;46.8;0.9;0;11.1;2.6;<0.1;32.1;8.3;7.8;5.9;1.9;11.4;0.4;4.0;6.9;<0.1;<0.1;0.4;375;47;0;0;0.9;45.8;81.9;2.9;7.2;955.8;137.6;66.4;169.2;205.5;1.9;2.0;89.4;12.1;2.0;0.7;0.04;0.12;0.02;0.2;12.9;<0.1;0.2;<0.1;0.2;2.39
44;Chocolate Bar With Filling, Average;2130;26.0;60.0;8.0;0;<0.1;0;58.0;3.5;0;4.6;6.5;0.5;42.8;2.0;1.2;1.4;0.1;25.2;1.5;10.2;13.5;<0.1;<0.1;1.5;1441;66;0;0;4.7;61.1;166.4;1.2;22.2;300.9;47.6;100.0;254.8;179.5;1.7;1.1;76.0;7.9;1.7;0.3;0.06;0.09;0.06;79.9;37.1;<0.1;<0.1;0.2;1.3;3.83
29756;Chocolate Biscuit, Industrial, Average;1949;22.9;60.0;6.1;0;<0.1;0;35.4;<0.1;0;<0.1;2.6;0.3;32.4;24.6;1.6;1.3;0.3;20.0;1.7;6.5;11.7;<0.1;<0.1;1.6;1537;82;0;0;12.3;75.9;65.9;0.7;12.6;150.8;24.3;261.6;666.6;101.3;4.6;0.7;71.9;7.2;1.5;0.4;0.05;0.04;0.04;187.5;26.0;<0.1;0;1.4;1.8;12.05
31620;Chocolate Chip Cookie;1935;21.1;62.8;4.3;0;0;0;42.8;<0.1;0;<0.1;2.6;0;40.2;19.9;1.8;1.6;0.6;19.7;2.5;6.9;9.1;0;0.5;2.0;1973;528;0;0;0.2;31.6;38.2;0.9;34.3;158.9;30.6;501.6;1278.1;82.0;2.8;0.5;51.4;5.1;1.1;0.4;0.06;0.10;0.03;2.8;58.9;<0.1;0.2;0;0.1;0.62
34573;Chocolate Chip Cookie, Home-Made;2005;28.4;49.3;5.5;0;0;0;33.4;<0.1;0;<0.1;0.3;0.2;32.9;15.9;2.7;2.8;0.9;25.3;2.1;8.1;14.4;0.2;0.3;1.7;1652;301;0;10;52.1;77.5;32.0;1.7;14.6;181.3;57.3;332.9;848.2;123.9;5.4;1.0;68.8;10.7;1.4;0.4;0.06;0.07;0.02;181.0;119.5;0.2;0;1.0;1.2;8.73
32542;Chocolate Chip Cookie, Jyväshyvä Suklaapisara, Lu;1944;19.1;64.8;6.8;0;0;0;26.7;<0.1;0;<0.1;1.2;0.5;25.0;38.1;2.2;1.8;0.6;17.8;4.4;8.7;4.6;<0.1;1.3;3.2;3178;1258;0;0;1.0;125.3;39.7;0.8;8.6;135.1;28.0;390.0;993.7;91.8;5.5;0.6;77.7;7.7;1.6;0.5;0.06;0.06;0.04;5.8;6.1;<0.1;<0.1;0;2.6;18.73
31634;Chocolate Chip Cookie, Naturally Gluten-Free;1971;23.0;62.4;2.8;0;0;0;29.3;<0.1;0;<0.1;<0.1;<0.1;29.0;33.1;1.5;1.2;0.4;21.6;2.9;8.0;10.3;0.4;0.5;2.3;2320;535;0;0;0.6;94.3;15.4;1.0;4.8;98.7;30.6;433.8;1105.2;65.7;3.5;0.5;26.6;5.8;1.2;0.8;0.04;0.02;0.02;4.4;322.1;0;0;0;1.6;11.44
34831;Chocolate Confection Filled With Chocolate;1787;20.6;53.6;5.8;0;<0.1;0;52.4;0;0;0;7.8;0;44.7;1.2;1.3;1.2;0.1;17.4;0.5;5.9;10.9;<0.1;<0.1;0.5;470;50;0;0;3.7;50.2;166.8;0.9;22.2;276.5;40.2;72.2;183.9;168.0;1.3;1.1;70.3;4.2;1.5;0.3;0.05;0.05;0.04;48.8;27.1;0;0;0;0.2;1.38
7;Chocolate Confection Filled With Marmalade;1359;11.4;53.3;3.3;0;0.3;0;52.5;2.4;0;2.2;4.3;0;43.6;0.8;0;0;0;9.6;0.3;3.2;6.0;<0.1;<0.1;0.3;268;37;0;0;2.0;29.5;127.0;1.9;25.0;240.0;50.0;117.7;299.9;140.0;0.9;1.1;39.9;7.0;0.9;0.2;0.08;0.26;0.05;27.2;36.7;0;0;0;0.3;2.31
32963;Chocolate Digestive Biscuit;2133;25.0;63.3;6.5;0;0;0;28.1;0.2;0;0.3;0.5;0.4;26.6;35.2;2.7;2.1;0.6;23.7;4.8;11.2;7.7;<0.1;1.3;3.4;3443;1318;0;0;0.9;119.0;27.4;0.9;7.6;183.3;32.0;47.9;122.1;93.8;5.1;0.7;75.4;8.9;1.8;0.7;0.06;0.05;0.05;0.2;15.6;<0.1;<0.1;<0.1;2.7;19.49
32999;Chocolate Filled Biscuit With Meringue, Catago Chocobit, Lidl;2173;27.0;58.0;9.0;0;0;0;47.0;<0.1;0;<0.1;9.7;<0.1;39.9;7.2;4.0;1.1;0.3;23.1;1.7;8.4;12.9;<0.1;0.3;1.4;1401;294;0;1;13.2;71.2;253.7;1.6;27.6;308.8;45.2;113.4;289.0;208.5;4.1;1.3;100.4;10.8;2.0;0.5;0.07;0.31;0.05;84.8;62.7;<0.1;<0.1;<0.1;1.4;4.69
31558;Chocolate Marble Cake;1728;23.7;42.8;6.6;0;<0.1;0;24.9;<0.1;0.2;0.3;0.1;0;24.3;17.9;1.3;0.9;0.3;22.4;3.6;8.8;9.5;0.4;0.9;2.6;2520;887;0;26;105.1;81.4;129.1;0.9;15.1;122.3;15.6;223.4;569.1;167.6;10.3;0.7;90.0;18.4;1.6;0.3;0.06;0.12;0.05;132.6;263.5;0.5;<0.1;2.2;2.5;15.26
29071;Chocolate Milk, Cold, Fat-Free Milk, Sweetened;188;0.3;7.1;3.2;0;0.2;0;7.0;0;0;0;4.8;0;2.2;0.1;<0.1;<0.1;<0.1;0.2;<0.1;<0.1;0.2;<0.1;<0.1;<0.1;7;<1;0;0;1.0;0.9;118.3;0.2;13.4;171.4;14.9;45.7;116.4;92.4;2.7;0.5;46.6;4.2;0.9;0.1;0.05;0.18;0.03;0.8;3.2;0.4;1.2;1.0;<0.1;0.15
6051;Chocolate Milk, Cold, Low-Fat Milk, Sweetened;235;1.6;7.0;3.1;0;0.2;0;6.9;0;0;0;4.7;0;2.2;0.1;<0.1;<0.1;<0.1;1.6;<0.1;0.4;1.1;<0.1;<0.1;<0.1;25;5;0;0;6.2;0.9;117.4;0.2;13.5;161.7;14.0;42.8;109.0;92.4;2.7;0.5;45.0;4.2;0.9;0.1;0.05;0.18;0.03;12.5;8.5;0.4;1.1;1.0;<0.1;0.32
34556;Chocolate Milk, Cold, Oat Drink;211;0.8;9.0;1.1;0;0;0;5.8;<0.1;0;<0.1;0;<0.1;5.8;3.2;1.0;0.4;0.1;0.8;0.2;0.4;0.2;0;<0.1;0.2;206;37;0;0;0;0.8;6.0;0.3;1.2;47.3;11.3;49.1;125.1;29.6;0.7;0.2;12.6;2.6;0.3;<0.1;<0.01;<0.01;0.02;0;9.6;0;0;0;0.1;0.03
34984;Chocolate Milk, Cold, Valio Play, Lactose-Free;258;1.0;9.5;3.2;0;0.2;0;9.4;0;1.4;1.4;0;0;6.7;<0.1;0.2;0.2;<0.1;0.9;<0.1;0.2;0.7;<0.1;<0.1;<0.1;17;3;0;0;3.8;0.8;112.3;0.1;13.6;170.7;14.7;39.6;100.8;88.5;2.6;0.4;43.4;4.2;0.8;0.1;0.05;0.17;0.03;9.4;6.2;0.4;1.1;1.0;<0.1;0.28
